bookID,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
27118,The Roman Empire,Colin      Wells,3.58,eng,384,110,7,08/11/1995,Harvard University Press
27167,An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,4.13,eng,384,614,68,02/01/2006,Pinnacle
27168,Island Of Bones (Louis Kincaid  #5),P.J. Parrish,4.02,eng,384,586,62,01/01/2004,Pinnacle
27457,King Leopold's Ghost,Adam Hochschild,4.15,eng,384,102,20,04/01/2006,Mariner Books
27652,Accidental Empires,Robert X. Cringely,4.01,eng,384,1570,63,9/13/1996,Harper Business
27696,Airs Above the Ground,Mary  Stewart,4.05,eng,384,4615,255,11/30/2004,HarperTorch
27779,Le Premier homme,Albert Camus,3.96,fre,384,293,18,02/11/2000,Gallimard
28808,The Waterborn (Children of the Changeling  #1),Greg Keyes,3.81,eng,384,76,5,03/02/1997,Del Rey Books
28887,The Lost Tomb,Kent R. Weeks,4.09,eng,384,391,26,11/09/1999,Harper Perennial
29326,Cat Seeing Double (Joe Grey  #8),Shirley Rousseau Murphy,4.25,eng,384,582,22,10/28/2003,Avon
29478,Remind Me Again Why I Need A Man,Claudia Carroll,3.3,eng,384,689,128,05/01/2007,Harper
29842,Forgotten New York: Views of a Lost Metropolis,Kevin   Walsh,4.16,eng,384,200,20,9/26/2006,Collins Reference
30816,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins,4.32,eng,384,217,2,02/01/2005,Tyndale House Publishers
30856,The Kept Woman,Susan Donovan,3.81,eng,384,4037,143,6/27/2006,St. Martin's Paperbacks
30889,The Crazyladies of Pearl Street,Trevanian,3.77,eng,384,1063,157,06/06/2006,Broadway Books
31083,Bosnia: A Short History,Noel Malcolm,4.07,eng,384,38,1,08/01/2002,Pan MacMillan
31351,Treasure Box,Orson Scott Card,3.33,eng,384,3646,189,10/01/1997,Harper
31875,What Is Ancient Philosophy?,Pierre Hadot,4.19,eng,384,400,42,3/15/2004,Belknap Press
32286,A Mad People's History of Madness,Dale Peterson,4.33,eng,384,9,0,3/15/1982,University of Pittsburgh Press
32307,Blame It on Paris,Laura Florand,3.53,eng,384,358,63,10/03/2006,Forge Books
32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,eng,384,491,29,09/01/2001,Chicago Review Press
32424,Lightning,Dean Koontz,4.06,eng,384,49312,1644,09/02/2003,Berkley
32530,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,eng,384,24599,518,1/30/2001,Bantam
33024,Underworld (Underworld  #1),Greg Cox,4.09,eng,384,2031,79,8/26/2003,Pocket Star Books
33438,Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,3.92,eng,384,11633,554,02/01/2006,Kensington
34224,New Complete Guide to Sewing,Reader's Digest Association,4.23,eng,384,420,37,10/24/2002,Readers Digest.
34646,The Centurions (The Centurions  #1),Damion Hunter,4.14,eng,384,44,7,11/12/1981,Ballantine Books
34783,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks,3.36,eng,384,28,4,10/01/1999,Focus on the Family Publishing
35669,Complete Idiot's Guide to The Beatles,Richard Buskin,3.73,eng,384,15,2,12/01/1997,Alpha
35880,At the Edge (Psychic Triplet Trilogy  #1),Cait London,3.79,eng,384,273,21,5/29/2007,Avon
35886,With Her Last Breath,Cait London,3.66,eng,384,112,11,6/24/2003,Avon
36071,First Things First,Stephen R. Covey,4.1,eng,384,33724,350,1/17/1996,Free Press
36076,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,3.99,eng,384,17073,528,10/17/2006,Free Press
36191,Reckless Love (MacKenzie-Blackthorn #1),Elizabeth Lowell,3.8,eng,384,1101,45,12/26/2006,Harlequin
36434,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,4.02,eng,384,4209,199,10/18/1996,Free Press
36571,Shadows At Sunset,Anne Stuart,3.63,eng,384,762,38,8/25/2000,MIRA
37070,Let It Be Love (Effingtons  #11),Victoria Alexander,3.79,eng,384,1212,45,10/25/2005,Avon
37073,When We Meet Again (Effingtons  #10),Victoria Alexander,3.87,eng,384,1320,58,5/24/2005,Avon
37077,The Lady in Question (Effingtons  #7),Victoria Alexander,3.77,eng,384,1286,60,11/25/2003,Avon
37302,Certain Prey (Lucas Davenport  #10),John Sandford,4.22,eng,384,15377,416,2/21/2004,Simon & Schuster
38529,Bite Me If You Can (Argeneau #6),Lynsay Sands,4.27,eng,384,17950,465,1/30/2007,Avon
38724,"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism",Daniel Horowitz,3.59,eng,384,58,6,9/27/2000,University of Massachusetts Press
38928,Three Little Secrets (MacLachlan Family  #4),Liz Carlyle,3.84,eng,384,1181,50,04/01/2006,Pocket Star
39081,The Cake Book,Tish Boyle,4.19,eng,384,100,12,4/14/2006,Houghton Mifflin Harcourt
39510,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),Lawrence Block,3.89,eng,384,2190,98,10/25/2005,HarperTorch
39542,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.97,eng,384,29553,254,09/01/2005,Hachette Books
39993,The Full Matilda,David Haynes,4,eng,384,46,5,05/11/2004,Broadway Books
40485,The O. Henry Prize Stories 2003,Laura Furman,3.78,eng,384,138,22,09/09/2003,Random House Value Publishing
40504,Once a Warrior (Warriors  #1),Karyn Monk,3.75,eng,384,309,20,3/31/1997,Fanfare
40664,In the Hand of Dante,Nick Tosches,3.18,eng,384,683,76,09/01/2003,Back Bay Books
41128,The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,eng,384,2457,170,3/15/1995,Orb Books
41336,The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,eng,384,339,4,01/02/2001,Del Rey Books
41371,Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,eng,384,3625,189,03/01/2005,Avon
41595,Robin Williams Web Design Workshop,Robin P. Williams,3.8,eng,384,54,1,08/04/2001,Peachpit Press
41700,Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,eng,384,10238,199,7/25/2006,Bantam
41786,Joel on Software,Joel Spolsky,4.11,eng,384,2981,118,10/28/2004,Apress
42300,A Whole Lotta Love,Donna Hill,4.46,eng,384,662,7,01/06/2004,Signet
42698,Oh  Play That Thing,Roddy Doyle,3.29,eng,384,1545,105,10/25/2005,Penguin Books
42777,Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4.22,eng,384,308,33,04/01/2001,Warner Books (NY)
42924,The Nightingale's Song,Kathleen Eschenburg,3.88,eng,384,16,3,10/30/2001,HarperTorch
43063,Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,fre,384,3,0,03/01/2000,Albin Michel
43325,Nothing Lasts Forever,Sidney Sheldon,3.84,eng,384,26040,614,09/01/1995,Grand Central
43342,You Belong To Me,Mary Higgins Clark,3.87,eng,384,20843,421,04/01/1999,Pocket Books
43407,Alles ist erleuchtet,Jonathan Safran Foer,3.9,ger,384,39,4,2/20/2003,Kiepenheuer & Witsch
43424,The Best of McSweeney's  Vol. 2,Dave Eggers,3.81,eng,384,68,5,8/25/2005,Hamish hamilton
45000,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.14,eng,384,6919,777,04/12/2005,Vintage
45116,The Scold's Bridle,Minette Walters,3.95,eng,384,7019,113,10/15/1995,St. Martin's Press
45119,The Breaker,Minette Walters,3.62,eng,384,2919,142,08/01/2000,Jove
414,Vineland,Thomas Pynchon,3.69,eng,385,702,69,09/01/1997,Penguin Classics
5261,A Backward Glance,Edith Wharton,3.76,eng,385,521,77,7/15/1998,Scribner
8148,Lectures on Literature,Vladimir Nabokov,4.34,eng,385,1606,83,12/16/2002,Mariner Books
10106,The Children of Henry VIII,Alison Weir,4.05,eng,385,11134,418,07/08/1997,Ballantine Books
12650,Cat Cross Their Graves (Joe Grey  #10),Shirley Rousseau Murphy,4.32,eng,385,504,28,9/27/2005,Avon
16921,The House That Jack Built,Graham Masterton,3.88,eng,385,1596,64,06/01/2000,Leisure Books
26999,Something Rotten (Thursday Next  #4),Jasper Fforde,4.16,eng,385,27382,1138,7/26/2005,Penguin Books
28854,The Book of Lost Tales  Part Two (The History of Middle-earth  #2),J.R.R. Tolkien,3.86,eng,385,203,12,05/07/2002,HarperCollinsPublishers
28935,Intuition,Allegra Goodman,3.32,eng,385,3248,590,3/13/2007,Dial Press
30226,A Stroke of Midnight (Merry Gentry  #4),Laurell K. Hamilton,4.07,eng,385,28551,442,11/28/2006,Ballantine Books
33550,Noir: Three Novels of Suspense,Richard Matheson,3.69,eng,385,150,14,10/01/2005,Forge Books
133,eBay for Dummies,Marsha Collier,3.5,eng,386,111,9,10/30/2006,Wiley
1067,1776,David McCullough,4.07,eng,386,166916,6243,07/04/2006,Simon  Schuster
4278,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,eng,386,5723,695,03/06/2007,Bloomsbury Publishing PLC
4341,Dispatch,Bentley Little,3.62,eng,386,1291,100,10/04/2005,Signet
7332,The Silmarillion,J.R.R. Tolkien,3.92,eng,386,166136,4750,11/15/2004,Houghton Mifflin Company
12954,The Turn of the Screw,Henry James,3.43,eng,386,616,77,11/06/2003,Bedford Books
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,0,eng,386,0,0,11/08/2002,Routledge
23576,The Truth with Jokes,Al Franken,3.86,eng,386,7469,201,10/01/2006,Plume Books
32441,The Good Guy,Dean Koontz,3.82,eng,386,29967,1317,5/29/2007,Bantam
37119,Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England,Jonathan  Andrews,3.42,eng,386,12,1,11/27/2001,University of California Press
5478,Nineteen Eighty-Four,George Orwell,4.18,eng,387,215,17,07/01/2005,1st World Library
9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,eng,387,100796,2382,12/27/2004,Dell Publishing Company
12555,The Bonesetter's Daughter,Amy Tan,3.99,eng,387,108440,2689,02/04/2003,Ballantine Books
13651,The Dispossessed,Ursula K. Le Guin,4.22,eng,387,64196,3525,10/20/1994,Harper Voyager
21284,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,eng,387,861,114,10/01/2006,Harry N. Abrams
33144,Paint it Black,Janet Fitch,3.48,eng,387,10136,978,09/01/2006,Little Brown and Company
33456,A Dirty Job (Grim Reaper  #1),Christopher Moore,4.07,eng,387,90947,5477,3/21/2006,William Morrow
36321,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,H.P. Lovecraft,4.23,eng,387,6253,160,2/25/2003,Del Rey
40159,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,4.37,eng,387,28480,2309,1/24/2006,Greenwillow Books
41490,On the Street Where You Live,Mary Higgins Clark,3.87,eng,387,17988,569,04/01/2002,Pocket Books
44766,Purple Cane Road (Dave Robicheaux  #11),James Lee Burke,4.15,eng,387,5467,246,05/08/2001,Dell
67,The Known World,Edward P. Jones,3.83,eng,388,29686,2626,8/29/2006,Amistad
3918,Divorcio a la Francesa: Le Divorce,Diane Johnson,2.88,spa,388,6,0,06/01/2003,Santillana USA Publishing Company
5728,Child of War  Woman of Peace,Le Ly Hayslip,3.8,eng,388,186,22,12/01/1993,Anchor
7360,Midnight in the Garden of Good and Evil,John Berendt,3.92,eng,388,983,79,9/27/2005,Modern Library
9417,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,eng,388,76205,1867,11/28/2006,Dell Publishing Company
11684,The Known World,Edward P. Jones,3.83,eng,388,449,83,10/01/2004,Harper Perennial
13061,Stormy Weather,Carl Hiaasen,3.95,eng,388,12609,696,03/01/2001,Grand Central Publishing
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,eng,388,19427,572,06/01/1988,Ace Books
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,eng,388,5680,216,3/20/2007,Nan A. Talese
21829,Creepers,David Morrell,3.66,eng,388,4513,515,9/26/2005,CDS Books
32810,The Divine Comedy II: Purgatory,Dante Alighieri,4.02,eng,388,369,33,8/30/1981,Penguin Classics
33159,Minuit dans le jardin du bien et du mal,John Berendt,3.92,fre,388,13,2,06/06/1998,Pocket
34156,Liberals and Communitarians,Stephen Mulhall,4,eng,388,28,2,05/01/1996,Wiley-Blackwell
35163,Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster,3.65,eng,388,35,0,09/05/2006,Del Rey Books
39027,Death Match,Lincoln Child,3.79,eng,388,8699,410,10/31/2006,Anchor Books
39028,The Wheel of Darkness (Pendergast  #8),Douglas Preston,3.93,eng,388,21797,1002,8/28/2007,Grand Central Publishing
41074,The Sheep Look Up,John Brunner,3.95,eng,388,3568,284,05/11/2003,BenBella Books
41120,Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,3.66,eng,388,1642,136,2/27/2007,Bantam Doubleday Dell Publishing Group
1937,Little Women,Louisa May Alcott,4.07,eng,389,166,9,09/03/2002,Gramercy Books
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain,3.85,eng,389,5,0,3/15/2003,University of California Press
8001,Triss (Redwall  #15),Brian Jacques,3.99,eng,389,10830,119,09/09/2004,Firebird
9567,Half Asleep in Frog Pajamas,Tom Robbins,3.74,eng,389,18417,542,01/05/2002,No Exit Press
16243,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,eng,389,67271,5246,10/17/2005,Back Bay Books
18637,Use of Weapons,Iain M. Banks,4.18,eng,389,210,14,03/01/1992,Bantam Books (NY)
22686,The Other Woman,Jane Green,3.7,eng,389,29112,651,06/06/2006,Berkley
28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,3.76,eng,389,24243,2326,10/10/2005,Simon  Schuster
29187,Time of the Twins (Dragonlance: Legends  #1),Margaret Weis,4.15,eng,389,28217,298,03/01/2004,Wizards of the Coast
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,eng,389,12389,364,01/05/2000,Avon
35491,Controversy Creates Cash,Eric Bischoff,3.62,eng,389,1154,56,10/17/2006,World Wrestling Entertainment Books
37340,The Wicked (Vampire Huntress  #8),L.A. Banks,4.41,eng,389,1778,36,09/05/2000,St. Martins Press-3PL
40718,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson,4.13,eng,389,1332,75,04/01/2005,St. Martins Press-3PL
1555,The Oedipus Plays of Sophocles,Sophocles,3.97,eng,390,8,1,09/01/1958,Signet Books (NY)
3130,Runaway Bride,Deborah  Gordon,4.25,eng,390,8,0,9/28/1994,Avon
7321,The Complete Dream Dictionary,Pamela Ball,3.68,eng,390,36,0,04/01/2000,Booksales
8988,Jesus Freaks,Andre Duza,3.69,eng,390,55,7,4/20/2006,Deadite Press (Eraserhead Press)
12442,The Plague Dogs,Richard  Adams,3.85,eng,390,5875,401,11/28/2006,Ballantine Books
13131,The 6th Target (Women's Murder Club  #6),James Patterson,4.04,eng,390,47196,1464,05/08/2007,Little Brown and Company
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,eng,390,136931,3915,09/06/2006,Washington Square Press
17253,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,3.96,eng,390,206,14,11/28/2006,Pocket Books
28425,Intimate Enemies,Shana Abe,3.81,eng,390,401,27,06/06/2000,Bantam
31267,The Arctic Event (Covert-One  #7),James H. Cobb,4.01,eng,390,4414,127,9/26/2007,Warner Books
34948,L'epée de Shannara,Terry Brooks,3.45,fre,390,6,2,11/27/2002,Bragelonne
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,eng,391,22,1,5/31/2004,Wiley
703,The Plot Against America,Philip Roth,3.77,eng,391,33321,2925,9/27/2005,Vintage International
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,eng,391,106526,3685,04/12/1997,W. W. Norton & Company
10156,The Last of Her Kind,Sigrid Nunez,3.72,eng,391,1459,242,12/12/2006,Picador USA
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,eng,391,29,7,6/28/2005,Allen Lane
17228,Zodiac,Neal Stephenson,3.72,fre,391,65,0,04/09/2002,Denoël
22687,No Other Woman (No Other  #2),Shannon Drake,3.78,eng,391,299,7,06/01/1996,Avon Books
23238,The Cat's Fancy,Julie Kenner,3.57,eng,391,244,27,08/01/2000,Love Spell
25171,The Old Wine Shades (Richard Jury  #20),Martha Grimes,3.6,eng,391,2628,273,03/06/2007,Signet
26050,Angels Fall,Nora Roberts,4,eng,391,37314,1040,07/11/2006,Putnam
26913,The Plot Against America,Philip Roth,3.77,eng,391,337,47,9/30/2004,Jonathan Cape
31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye,4.11,eng,391,3657,107,04/01/2006,Tyndale House Publishers
32514,Sonnets,William Shakespeare,4.25,eng,391,701,41,02/01/2004,Simon  Schuster
33744,The Unfortunate Miss Fortunes,Jennifer Crusie,3.48,eng,391,3252,233,09/10/2007,St. Martin's Paperbacks
41701,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,eng,391,15305,494,04/06/2004,G.P. Putnam's Sons
45349,Desiring God: Meditations of a Christian Hedonist,John Piper,4.14,eng,391,65,9,7/16/2004,Inter-Varsity Press
1169,Monkey Business,Sarah Mlynowski,3.67,eng,392,3379,67,9/24/2004,Red Dress Ink
1305,Gates of Fire,Steven Pressfield,4.42,eng,392,21934,1629,9/27/2005,Bantam
1889,Pride & Prejudice,Jane Austen,4.26,eng,392,1821,210,09/01/2005,Penguin Books
1893,Pride and Prejudice,Jane Austen,4.26,eng,392,1628,171,9/20/2004,Barnes  Noble Classics
4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,eng,392,272,23,6/28/2005,Ballantine Books
6781,Algebra the Easy Way,Douglas Downing,4.06,eng,392,23,2,01/01/2003,Barrons Educational Series
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,eng,392,39,5,08/08/1988,Moody Publishers (Chicago)
13347,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides,3.88,eng,392,7,1,06/01/1998,University of Pennsylvania Press
13632,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito,4.12,eng,392,628,26,11/21/2006,Dark Horse Manga
14731,戰廢品,Ha Jin,3.79,zho,392,1,0,11/01/2005,時報出版
14768,Los diarios de Nanny,Emma McLaughlin,3.42,spa,392,33,4,01/01/2003,Santillana USA Publishing Company
15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,eng,392,14583,178,12/03/2005,Hampton Roads Publishing Company
15669,Strangers In Paradise  Pocket Book 5,Terry Moore,4.38,eng,392,999,24,12/14/2005,Abstract Studio
25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald,4.46,eng,392,922,86,6/15/1995,HarperCollins
28863,The Raven Prince (Princes Trilogy  #1),Elizabeth Hoyt,3.97,eng,392,16024,894,11/01/2006,Warner Forever
30174,Undead and Unwed (Undead  #1),MaryJanice Davidson,3.82,eng,392,89,18,12/31/2005,Wheeler Publishing
30242,Burnt Offerings (Anita Blake  Vampire Hunter  #7),Laurell K. Hamilton,4.08,eng,392,58849,832,9/24/2002,Berkley Books
34628,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright,3.73,eng,392,159,22,7/30/1987,Viking Penguin Inc.
6556,Shadows,John Saul,3.93,eng,393,10824,185,05/01/1993,Bantam
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,eng,393,958,57,12/31/1980,Picador
13128,Cross (Alex Cross  #12),James Patterson,4,eng,393,48095,1633,11/13/2006,Little Brown and Company
14013,Winter Moon (Walker Papers  #1.5),Mercedes Lackey,3.78,eng,393,2668,148,10/25/2005,Luna Books
14289,Coin Locker Babies,Ryū Murakami,3.68,eng,393,6440,298,08/09/2002,Kodansha
16739,Blessings,Belva Plain,3.91,eng,393,2562,39,9/15/2010,Dell
17800,Dance Dance Dance,Haruki Murakami,4.04,eng,393,50169,2117,02/07/2002,Vintage
21717,Triptych (Will Trent  #1),Karin Slaughter,4.13,eng,393,42325,2011,8/15/2006,Delacorte Press
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,eng,393,5130,163,2/28/2006,Del Rey Books
23966,Filth,Irvine Welsh,3.73,eng,393,21997,643,9/17/1998,W. W. Norton  Company
28428,The Secret Swan,Shana Abe,3.67,eng,393,695,51,04/03/2001,Bantam
37061,Filth,Irvine Welsh,3.73,eng,393,148,17,07/01/1999,Vintage
41129,Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,eng,393,3044,339,7/26/2005,Bantam Spectra
42899,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,eng,393,259511,10475,09/06/2005,Penguin Group (USA)
43618,Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,4.04,eng,393,823,40,01/01/2001,Pocket Books
3820,An Original Sin,Nina Bangs,3.75,eng,394,369,16,07/01/1999,Love Spell
13997,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.99,eng,394,8768,306,03/05/2002,Daw Books
18825,Money,Martin Amis,3.71,eng,394,19967,732,04/07/2005,Vintage
19371,The Adventures of Huckleberry Finn,Mark Twain,3.82,eng,394,1980,66,1/30/2003,Penguin Books
23777,Something Borrowed  Something Blue,Elaine Barbieri,3.94,eng,394,17,1,06/01/2000,Leisure Books
28736,Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06,eng,394,9786,103,04/01/1998,DAW
33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne,3.88,eng,394,142879,3087,04/01/2002,Barnes & Noble
39399,Bliss,Lynsay Sands,3.97,eng,394,1742,108,09/01/2001,Leisure Books
41053,No Cherubs for Melanie,James  Hawkins,4,eng,394,8,1,10/01/2002,Dundurn
2452,Theocritus: Select Poems: Select Poems,Theocritus,3,grc,395,1,1,06/01/1991,Bristol Classical Press
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann,4.17,eng,395,2207,271,6/15/1986,Touchstone
26047,Rebellion (The MacGregors  #0.1),Nora Roberts,3.92,eng,395,6650,150,11/21/2006,Silhouette
27525,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye,4.03,eng,395,15869,248,11/18/2003,Tyndale House Publishers
41840,100 Great Fantasy Short Short Stories,Isaac Asimov,3.91,eng,395,204,19,08/01/1985,Avon
44471,The Killer Angels (The Civil War Trilogy  #2),Michael Shaara,4.32,eng,395,318,45,04/01/2001,Birlinn Ltd
3101,The Longest Journey,E.M. Forster,3.48,eng,396,1665,125,7/27/2006,Penguin Classics
5427,Orientalism,Edward W. Said,4.08,eng,396,873,77,8/28/2003,Penguin Classics
12317,Human  All Too Human (Complete Works 3),Friedrich Nietzsche,4.21,eng,396,64,4,12/01/2000,Stanford University Press (Stanford  CA)
14188,The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,4.19,eng,396,20,0,01/01/2000,Citadel Press
15100,Sleep  Pale Sister,Joanne Harris,3.28,eng,396,2963,232,8/30/2005,William Morrow Paperbacks
17783,Corazón de mar (Gallagher  #3),Nora Roberts,4.15,spa,396,12,0,07/01/2002,Punto de Lectura
18365,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin,4.23,eng,396,168,16,11/01/1996,Houghton Mifflin
19163,Inferno,Dante Alighieri,4,eng,396,1075,86,08/03/2004,Bantam Books
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,eng,396,52713,817,04/01/2005,Corgi
36573,Ritual Sins,Anne Stuart,3.68,eng,396,682,67,10/01/1997,Onyx
44749,Secret for a Nightingale,Victoria Holt,3.82,eng,396,1873,34,10/12/1987,Ivy Books
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397,1693,100,09/12/2006,Random House
1265,Leadership,Rudolph W. Giuliani,3.72,eng,397,1820,147,10/01/2002,Little  Brown
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,eng,397,878,9,03/01/2001,Wizards of the Coast
7064,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola,3.91,eng,397,8,1,12/01/1995,Sun and Moon Press
7582,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz,3.93,eng,397,317,32,4/20/1999,Three Rivers Press
9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,eng,397,3381,116,05/01/2000,Signet
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,397,308840,14993,12/26/2006,Anchor Books
11295,The Group,Mary McCarthy,3.66,eng,397,61,17,09/01/1964,Signet
24922,A Confederacy of Dunces,John Kennedy Toole,3.89,eng,397,540,47,2/26/2003,Penguin Books  Limited (UK)
31072,Under the Volcano,Malcolm Lowry,3.79,eng,397,17894,837,4/26/2000,Harper Perennial
40911,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,eng,397,653,19,8/15/1997,Tor Books
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,eng,398,2128944,13670,09/05/2003,Houghton Mifflin Harcourt
4830,Shalimar the Clown,Salman Rushdie,3.88,eng,398,11418,743,10/10/2006,Random House Trade
7343,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,eng,398,6230,109,06/01/2005,Mariner Books
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz,4.14,eng,398,5170,154,01/12/1994,Grove Press
13020,King Henry IV  Part 1,William Shakespeare,3.83,eng,398,17782,493,11/07/2002,Bloomsbury Arden Shakespeare
14069,Throne of Jade (Temeraire  #2),Naomi Novik,3.89,eng,398,30029,1818,4/25/2006,Del Rey Books
16986,Marvels,Kurt Busiek,4.22,eng,398,146,25,01/01/2004,Marvel Comics Group
19448,All-American Girl (All-American Girl  #1),Meg Cabot,3.74,eng,398,59683,1728,7/22/2003,HarperTrophy
35963,The Opposite of Fate,Amy Tan,3.92,eng,398,172,11,07/01/2004,Harper Perennial
42876,Down Under,Bill Bryson,4.07,eng,398,4510,392,08/06/2001,Black Swan
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399,190039,4922,07/05/2005,Harper Perennial
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4,eng,399,7481,1022,07/10/2003,Anchor Books
4023,American Psycho,Bret Easton Ellis,3.82,eng,399,844,76,4/21/2010,Picador
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.8,eng,399,1876,244,04/04/2006,Random House (NY)
5207,Daughter of Fortune,Isabel Allende,3.91,eng,399,1005,95,10/06/1999,Harper
7668,Rising Sun,Michael Crichton,3.63,eng,399,42645,717,8/30/2004,Turtleback Books
11751,All Aunt Hagar's Children: Stories,Edward P. Jones,3.78,eng,399,1614,212,8/29/2006,Amistad
19173,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri,4.02,eng,399,764,49,5/30/1985,Penguin Classics
21783,Tinsel,William Goldman,3.19,eng,399,258,14,6/15/1980,Dell
